"host","documentTtl","nextUpdate","queueUrl","refreshIntervalSeconds","seeds"
"akalpinist.blogspot.com","7776000","1724296781460","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-akalpinist-blogspot-com","864000","[""http://akalpinist.blogspot.com""]"
"skisickness.com","7890000","1723881400898","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-skisickness-com","86400","[""https://skisickness.com/post/viewforum.php?f=3""]"
"teambadidea.wordpress.com","7776000","1724296781486","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-teambadidea-wordpress-com","864000","[""https://teambadidea.wordpress.com""]"
"www.climb13ers.com","7776000","1723891960997","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-climb13ers-com","86400","[""https://www.climb13ers.com""]"
"billwright510climbing.blogspot.com","7776000","1680230080775","","0","[""https://billwright510climbing.blogspot.com""]"
"seekingultra.blogspot.com","7776000","1732070381119","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-seekingultra-blogspot-com","8640000","[""http://seekingultra.blogspot.com""]"
"www.alpinebaking.com","7776000","1724296840958","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-alpinebaking-com","864000","[""https://www.alpinebaking.com""]"
"www.bcbackcountryfamily.com","777600000","1724612320896","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-bcbackcountryfamily-com","864000","[""https://www.bcbackcountryfamily.com/by-activity.html""]"
"www.yukonhiking.ca","0","1724471320897","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-yukonhiking-ca","864000","[""https://www.yukonhiking.ca/list""]"
"chossclimbers.com","7776000","1724296840986","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-chossclimbers-com","864000","[""https://chossclimbers.com""]"
"mountaincathedrals.wordpress.com","7776000","1724296841014","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-mountaincathedrals-wordpress-com","864000","[""https://mountaincathedrals.wordpress.com""]"
"www.supertopo.com","7890000","1724449240895","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-supertopo-com","864000","[""http://www.supertopo.com/climbing/forum_trip_reports.php""]"
"karl-helser.com","7776000","1724296841042","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-karl-helser-com","864000","[""http://karl-helser.com""]"
"contraserius.blogspot.com","7776000","1724296841069","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-contraserius-blogspot-com","864000","[""http://contraserius.blogspot.com""]"
"www.thedirtbaguette.com","7776000","1724296841100","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-thedirtbaguette-com","864000","[""https://www.thedirtbaguette.com""]"
"www.cascadecrusades.org","7776000","1724296841126","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-cascadecrusades-org","864000","[""https://www.cascadecrusades.org/chronological/chronological.htm""]"
"rockiceandsnow.wordpress.com","7776000","1724296841153","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-rockiceandsnow-wordpress-com","864000","[""https://rockiceandsnow.wordpress.com""]"
"www.desertmountaineer.com","7776000","1724384440901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-desertmountaineer-com","864000","[""https://www.desertmountaineer.com""]"
"www.gibell.net","0","1724026780904","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-gibell-net","864000","[""http://www.gibell.net/trip_reports/index.html""]"
"besthikesbc.ca","7776000","1723891901007","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-besthikesbc-ca","86400","[""https://besthikesbc.ca""]"
"andreasfransson.se","7776000","1724296841181","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-andreasfransson-se","864000","[""https://andreasfransson.se/blog/""]"
"www.gorobets.com","7776000","1724718400989","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-gorobets-com","864000","[""https://www.gorobets.com/TRs.html""]"
"mountainwagon.com","7776000","1724296841208","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-mountainwagon-com","864000","[""https://mountainwagon.com""]"
"www.beyondnootka.com","0","1724287420896","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-beyondnootka-com","864000","[""http://www.beyondnootka.com/index.html""]"
"adventuresallyear.com","0","1724190520893","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-adventuresallyear-com","864000","[""https://adventuresallyear.com""]"
"onehikeaweek.com","7776000","1723891901035","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-onehikeaweek-com","86400","[""https://onehikeaweek.com"",""https://onehikeaweek.com/trips/#.ZB4h6LTMKvA""]"
"bctreehunter.wordpress.com","77760000","1724263060901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-bctreehunter-wordpress-com","864000","[""https://bctreehunter.wordpress.com""]"
"www.spectacularmountains.com","7776000","1724296841241","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-spectacularmountains-com","864000","[""https://www.spectacularmountains.com""]"
"racheligreenberg.blogspot.com","7776000","1724296841273","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-racheligreenberg-blogspot-com","864000","[""http://racheligreenberg.blogspot.com""]"
"hikingwithpar.com","7776000","1723891901062","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-hikingwithpar-com","86400","[""https://hikingwithpar.com""]"
"chroniclesgnarnia.blogspot.com","7776000","1724384320983","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-chroniclesgnarnia-blogspot-com","864000","[""https://chroniclesgnarnia.blogspot.com""]"
"beyondourpeak.com","7776000","1724384321010","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-beyondourpeak-com","864000","[""https://beyondourpeak.com""]"
"alpenglow.org","7776000","1724384321038","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpenglow-org","864000","[""https://alpenglow.org""]"
"coastmountains.wordperss.com","7776000","1725245860961","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-coastmountains-wordperss-com","8640000","[""https://coastmountains.wordperss.com""]"
"rockclimberjasmin.blogspot.com","0","1730083120900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-rockclimberjasmin-blogspot-com","8640000","[""http://rockclimberjasmin.blogspot.com""]"
"www.facebook.com","0","1770498791741","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-facebook-com","80000000","[""https://www.facebook.com/groups/240069949775049/permalink/1673080043140692/"",""https://www.facebook.com/groups/240069949775049/permalink/1680398215742208/"",""https://www.facebook.com/groups/240069949775049/permalink/1686144985167531/"",""https://www.facebook.com/groups/240069949775049/permalink/1686837015098328/""]"
"northshorealpinism.wordpress.com","0","1723928680975","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-northshorealpinism-wordpress-com","86400","[""https://northshorealpinism.wordpress.com""]"
"thepeakoftheweek.com","77760000","1724719060994","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-thepeakoftheweek-com","864000","[""https://thepeakoftheweek.com""]"
"ropeandsummit.wordpress.com","7776000","1724384321065","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-ropeandsummit-wordpress-com","864000","[""https://ropeandsummit.wordpress.com""]"
"jyetiultra.blogspot.com","7776000","1724384321092","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-jyetiultra-blogspot-com","864000","[""https://jyetiultra.blogspot.com""]"
"vanmarmot.org","0","1724296841301","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-vanmarmot-org","864000","[""https://vanmarmot.org""]"
"kootenayhiker.wordpress.com","7776000","1724049280940","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-kootenayhiker-wordpress-com","864000","[""https://kootenayhiker.wordpress.com""]"
"alpinevagabonds.com","7776000","1724384321118","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinevagabonds-com","864000","[""https://alpinevagabonds.com""]"
"cascadeclimber.com","7776000","1680230083875","","0","[""https://cascadeclimber.com""]"
"mountainaddiction.blogspot.com","7776000","1724384321147","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-mountainaddiction-blogspot-com","864000","[""https://mountainaddiction.blogspot.com""]"
"kssummitlog.wordpress.com","7776000","1724296841331","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-kssummitlog-wordpress-com","864000","[""https://kssummitlog.wordpress.com""]"
"coastmountainguides.com","7776000","1680230087571","","0","[""https://coastmountainguides.com""]"
